longitude,latitude,year,locality
-51.087769,64.412923,2005,Storø - Qingaaq
-46.004126,60.96751,2010,"Ilimausaq, Kvanefjeld"
-46.001905,60.975157,2008,"Ilimausaq, Kvanefjeld"
-50.320143,63.011065,2007,Aappaluttoq
-50.980681,71.112141,2006,Black Angel - Glacier Zone
-51.485197,65.446593,2017,Ginger & Catfish
-51.560577,65.358351,2015,Fossilik II P-058
-28.366343,83.09714,2010,Citronen Fjord - Beach Zone
-45.996767,60.975816,2007,"Ilimausaq, Kvanefjeld"
-49.756841,65.205272,2010,Isua (Isukasia)
-24.268032,71.954914,2005,Malmbjerg South Adit
-50.320251,63.010643,2007,Aappaluttoq
-45.872037,60.866846,2007,"Ilimausaq, Kringlerne"
-50.319541,63.011457,2008,Aappaluttoq
-45.991436,60.979366,2011,"Ilimausaq, Kvanefjeld"
-68.823496,76.289123,2012,Havik East
-51.552839,65.360849,2014,Fossilik II P-004
-45.983899,60.978359,2008,"Ilimausaq, Kvanefjeld"
-50.320392,63.010554,2007,Aappaluttoq
-51.09916,64.80739,2009,Qussuk - Swan North Zone
-44.840347,60.354387,2001,Nalunaq
-49.744976,65.214372,2010,Isua (Isukasia)
-50.987517,71.112025,2007,Black Angel - Glacier Zone
-51.086556,64.4112,2006,Storø - Qingaaq
-44.844931,60.359605,2007,Nalunaq
-28.212786,83.086084,2008,Citronen Fjord - Discovery Zone
-51.733717,65.646942,2014,Pingo P-157
-51.544302,64.989716,2003,Seqi
-44.840595,60.355644,2006,Nalunaq
-45.871689,60.866579,2007,"Ilimausaq, Kringlerne"
-45.914193,60.943863,2011,"Ilimausaq, Sørensen"
-44.848474,60.360114,2004,Nalunaq
-44.840374,60.355537,2006,Nalunaq
-28.317558,83.097366,2010,Citronen Fjord - Beach Zone
-46.008778,60.97201,2007,"Ilimausaq, Kvanefjeld"
-45.995485,60.972927,2008,"Ilimausaq, Kvanefjeld"
-44.846112,60.358914,2007,Nalunaq
-51.234602,66.657298,2005,Uniiviit - Smile Lake
-24.086298,72.03278,2005,Malmbjerg
-51.087738,64.412897,2006,Storø - Qingaaq
-49.749518,65.210084,2011,Isua (Isukasia)
-44.846192,60.360302,2004,Nalunaq
-45.872104,60.866989,2007,"Ilimausaq, Kringlerne"
-44.836804,60.356601,2006,Nalunaq
-45.871689,60.866579,2007,"Ilimausaq, Kringlerne"
-51.084105,64.411217,2005,Storø - Qingaaq
-22.40886,71.11522,2014,Ice Cave
-45.840964,60.867286,2010,"Ilimausaq, Kringlerne"
-44.836118,60.355747,2004,Nalunaq
-52.113354,66.572687,2012,White Mountain (Qaqortorssuaq)
-51.533078,65.280532,2015,P-013_NE
-51.483915,66.351931,2008,Sarfartoq
-46.00232,60.977669,2008,"Ilimausaq, Kvanefjeld"
-51.452954,65.43211,2017,G-004
-44.833575,60.356401,2005,Nalunaq
-51.081578,64.414178,2015,Storø - Qingaaq
-51.498776,65.327558,2018,P-008
-50.979214,71.111719,2007,Black Angel - Glacier Zone
-45.926679,60.939737,2010,"Ilimausaq, Sørensen"
-44.837484,60.355954,2007,Nalunaq
-51.220233,71.09243,2006,Black Angel - Nunngarut Prospect
-45.989517,60.977391,2008,"Ilimausaq, Kvanefjeld"
-51.558365,65.357448,2017,Fossilik II P-058
-50.319631,63.010999,2007,Aappaluttoq
-50.319631,63.010999,2007,Aappaluttoq
-44.841088,60.354765,2006,Nalunaq
-44.847628,60.357287,2006,Nalunaq
-45.034332,60.223565,2005,Lake 410
-50.979186,71.112078,2006,Black Angel - Glacier Zone
-45.840358,60.867362,2010,"Ilimausaq, Kringlerne"
-51.573127,65.372041,2014,Fossilik I P-081
-50.319843,63.011207,2007,Aappaluttoq
-50.972322,71.112068,2006,Black Angel - Glacier Zone
-49.750584,65.208679,2010,Isua (Isukasia)
-52.108792,66.572042,2012,White Mountain (Qaqortorssuaq)
-47.43084,60.964459,2005,Isortoq South (Snoopy Lake)
-24.273485,71.95787,2007,Malmbjerg
-24.268008,71.954899,2005,Malmbjerg South Adit
-46.000035,60.970171,2010,"Ilimausaq, Kvanefjeld"
-31.72445,68.15962,2011,Skaergaard
-49.750046,65.207504,2011,Isua (Isukasia)
-51.320955,66.5285,2011,Sarfartoq - ST-1 east
-44.835601,60.355984,2005,Nalunaq
-44.840322,60.354378,2001,Nalunaq
-52.174682,66.558497,2012,White Mountain (Qaqortorssuaq)
-28.304614,83.0987,2010,Citronen Fjord - Beach Zone
-51.485274,65.436062,2013,Target P-054 Imiak Hill
-49.751378,65.210891,2010,Isua (Isukasia)
-44.87201,60.33434,2009,Kirkespirdalen Delta
-45.991957,60.976516,2011,"Ilimausaq, Kvanefjeld"
-68.736677,76.295319,2012,Havik North East
-45.869585,60.86688,2007,"Ilimausaq, Kringlerne"
-52.206062,66.552368,2012,White Mountain (Qaqortorssuaq)
-44.839197,60.351919,2005,Nalunaq
-52.115827,66.573799,2012,White Mountain (Qaqortorssuaq)
-45.875721,60.973227,2011,"Ilimausaq, Zone 3"
-44.856611,60.355239,2017,Nalunaq
-52.208387,66.552286,2012,White Mountain (Qaqortorssuaq)
-50.982009,71.112123,2006,Black Angel - Glacier Zone
-44.950964,61.193603,2010,"Motzfeldt, Aries Prospect"
-45.844001,60.865839,2010,"Ilimausaq, Kringlerne"
-44.842063,60.358142,2004,Nalunaq
-28.319567,83.089117,2011,Citronen Fjord - Beach Zone
-46.004208,60.973615,2007,"Ilimausaq, Kvanefjeld"
-45.993429,60.980127,2008,"Ilimausaq, Kvanefjeld"
-51.561477,65.358249,2012,Fossilik II
-44.845151,60.356496,2004,Nalunaq
-31.71062,68.14572,2004,Skaergaard
-49.752282,65.210372,2009,Isua (Isukasia)
-51.271536,66.530501,2011,Sarfartoq - ST 40
-44.837899,60.35654,2006,Nalunaq
-28.099969,83.07297,2010,Citronen Fjord - Southeast Zone
-28.297652,83.092178,2009,Citronen Fjord - Beach Zone
-28.290382,83.086329,2010,Citronen Fjord - Beach Zone South
-44.835634,60.353311,2018,Nalunaq
-50.982009,71.112123,2007,Black Angel - Glacier Zone
-44.847173,60.357423,2006,Nalunaq
-45.05048,60.22013,2009,Lake 210 Delta
-51.09842,64.78604,2008,Qussuk - Swan
-49.755033,65.200995,2011,Isua (Isukasia)
-52.536278,65.453004,2018,P-293a
-44.851742,60.357194,2006,Nalunaq
-51.290468,66.528364,2010,Sarfartoq - ST40/ST1
-44.91322,60.32202,2009,Kirkespirdalen Delta
-24.126672,72.185602,2011,Blyklippen
-50.97786,71.110446,2007,Black Angel - Glacier Zone
-51.332347,66.523795,2012,Sarfartoq - ST-1
-44.853883,60.353431,2017,Nalunaq
-45.84032,60.866599,2010,"Ilimausaq, Kringlerne"
-24.27278,71.956654,2005,Malmbjerg Arcturus Adit
-44.849769,60.356787,2007,Nalunaq
-50.983753,71.111863,2006,Black Angel - Glacier Zone
-44.846348,60.359756,2004,Nalunaq
-51.062021,64.451004,2006,Storø - Qingaaq
-51.693462,66.373775,2008,Sarfartoq
-28.301319,83.085511,2010,Citronen Fjord - Beach Zone South
-44.840481,60.355283,2006,Nalunaq
-45.99622,60.972579,2007,"Ilimausaq, Kvanefjeld"
-51.339021,66.523314,2010,Sarfartoq - ST1
-28.330348,83.095646,2011,Citronen Fjord - Beach Zone
-51.08645,64.413166,2006,Storø - Qingaaq
-44.84042,60.355279,2006,Nalunaq
-45.991402,60.972294,2008,"Ilimausaq, Kvanefjeld"
-51.300858,66.754977,2001,Umiiviit
-22.36079,71.11679,2014,Ice Cave
-68.80533,76.288132,2012,Havik East
-45.848438,60.866539,2010,"Ilimausaq, Kringlerne"
-67.716431,76.230916,2012,Haematite Nunatak
-50.959053,71.091049,2006,Black Angel - ARK Prospect
-45.999753,60.97196,2008,"Ilimausaq, Kvanefjeld"
-28.182683,83.074511,2008,Citronen Fjord - Discovery Zone
-28.308878,83.087318,2010,Citronen Fjord - Beach Zone South
-52.028975,65.100375,2016,P-053
-51.528444,65.279238,2015,P-013_NE
-50.319479,63.010747,2008,Aappaluttoq
-44.844684,60.360001,2007,Nalunaq
-52.033204,65.100849,2015,P-053
-51.335266,66.527083,2011,Sarfartoq - ST-1 east
-50.964583,71.091041,2006,Black Angel - ARK Prospect
-28.422604,83.096304,2008,Citronen Fjord - Esrum Zone
-51.006994,71.086992,2007,Black Angel - Wedge
-52.119975,66.570883,2012,White Mountain (Qaqortorssuaq)
-45.92698,60.939906,2011,"Ilimausaq, Sørensen"
-45.994815,60.972185,2007,"Ilimausaq, Kvanefjeld"
-51.561955,65.358049,2014,Fossilik II P-058
-51.238077,66.480026,2008,Sarfartoq
-51.268844,66.530259,2010,Sarfartoq - ST40
-46.000252,60.971175,2009,"Ilimausaq, Kvanefjeld"
-51.485274,65.436062,2013,Target P-054 Imiak Hill
-28.320822,83.094543,2009,Citronen Fjord - Beach Zone
-50.319816,63.010659,2008,Aappaluttoq
-45.999924,60.973165,2008,"Ilimausaq, Kvanefjeld"
-51.4849,64.82076,2009,Amikoq - Paradise Valley
-31.66746,68.18173,2011,Skaergaard
-52.033149,65.100853,2016,
-63.522373,80.239838,2011,Cass Fjord - West Showing
-52.026119,66.828815,2013,Ikertoq
-45.925406,60.941631,2011,"Ilimausaq, Sørensen"
-51.135305,65.475118,2015,G-013
-47.440143,60.960822,2012,Isortoq South
-45.838846,60.866581,2010,"Ilimausaq, Kringlerne"
-49.752114,65.20491,2011,Isua (Isukasia)
-51.483757,65.43599,2014,Imiak Hill
-24.285,71.959,2005,Malmbjerg
-45.16831,60.58004,2009,Qoorormiut Delta
-50.980681,71.112141,2006,Black Angel - Glacier Zone
-52.204182,66.555209,2012,White Mountain (Qaqortorssuaq)
-50.977858,71.111809,2007,Black Angel - Glacier Zone
-24.269454,71.957091,2005,Malmbjerg Arcturus Adit
-51.092669,64.410636,2007,Storø - Qingaaq
-51.087729,64.412902,2005,Storø - Qingaaq
-51.335372,66.522779,2011,Sarfartoq - ST-1
-44.828842,60.35614,2019,Nalunaq
-31.60489,68.17425,2008,Skaergaard
-31.63704,68.17123,2004,Skaergaard
-45.871704,60.866776,2007,"Ilimausaq, Kringlerne"
-28.306038,83.092406,2008,Citronen Fjord - Beach Zone
-44.952285,61.193576,2010,"Motzfeldt, Aries Prospect"
-51.081438,64.412977,2005,Storø - Qingaaq
-51.268844,66.530259,2010,Sarfartoq - ST40
-51.329326,66.524215,2011,Sarfartoq - ST-1
-44.846348,60.359756,2004,Nalunaq
-51.67442,65.3764,2011,Qeqertaasaq
-51.447313,66.445603,2008,Sarfartoq
-51.476118,65.445421,2016,Mikissoq P-001
-52.208125,66.551713,2012,White Mountain (Qaqortorssuaq)
-44.838149,60.356107,2006,Nalunaq
-44.849939,60.356819,2007,Nalunaq
-51.111,64.68189,2008,Qussuk - Plateau
-51.663563,66.355136,2008,Sarfartoq
-51.333775,66.522637,2011,Sarfartoq - ST-1
-51.08866,64.81291,2009,Qussuk - Swan North Zone
-45.866919,60.970886,2011,"Ilimausaq, Zone 3"
-45.992567,60.978481,2008,"Ilimausaq, Kvanefjeld"
-51.922495,65.010203,2015,P-051
-44.832193,60.353028,2018,Nalunaq
-45.23191,60.52855,2009,Niaqornaarsuk Delta
-45.998948,60.976491,2007,"Ilimausaq, Kvanefjeld"
-45.921659,60.942896,2011,"Ilimausaq, Sørensen"
-51.48635,64.82178,2009,Amikoq - Paradise Valley
-68.751898,76.292019,2012,Havik North East
-37.702391,65.575907,2005,Ammassalik
-51.534051,65.282018,2013,Target P-013
-37.747001,65.585416,2005,Ammassalik
-24.085874,72.030476,2005,Malmbjerg
-51.232392,66.660414,2005,Uniiviit - Smile Lake
-46.002083,60.967682,2008,"Ilimausaq, Kvanefjeld"
-51.335212,66.522062,2011,Sarfartoq - ST-1
-51.769585,65.624459,2018,Pingo E
-50.17599,65.09151,2008,Isua (Tangent)
-45.838167,60.865948,2010,"Ilimausaq, Kringlerne"
-44.843348,60.356519,2004,Nalunaq
-44.831664,60.353647,2018,Nalunaq
-44.846348,60.359756,2004,Nalunaq
-44.849599,60.357748,2007,Nalunaq
-44.827415,60.358607,2019,Nalunaq
-28.238629,83.079925,2010,Citronen Fjord - XX
-51.244811,66.452187,2010,Sarfartoq - ST19
-45.988041,60.975368,2010,"Ilimausaq, Kvanefjeld"
-51.273069,71.088191,2014,Black Angel - Nunngarut Prospect
-45.924197,60.936881,2010,"Ilimausaq, Sørensen"
-51.527908,65.280491,2016,P-013
-50.943202,71.094022,2006,Black Angel - ARK Prospect
-51.56438,65.35937,2016,P-058
-44.835831,60.355232,2006,Nalunaq
-28.291162,83.082519,2010,Citronen Fjord - Beach Zone South
-45.847683,60.866526,2010,"Ilimausaq, Kringlerne"
-45.865513,60.968076,2011,"Ilimausaq, Zone 3"
-51.561234,65.358627,2014,Fossilik II P-058
-51.528453,65.280746,2014,Target P-013
-50.97509,71.112086,2006,Black Angel - Glacier Zone
-45.07006,60.207,2009,BAY Area Delta
-51.329672,66.523996,2011,Sarfartoq - ST-1
-51.292057,66.535331,2012,Sarfartoq - ST-1 north
-51.477371,65.445323,2017,Mikissoq P-001
-51.546715,65.360664,2014,Fossilik II P-004
-44.835088,60.353903,2018,Nalunaq
-45.871929,60.866667,2007,"Ilimausaq, Kringlerne"
-45.866747,60.969999,2011,"Ilimausaq, Zone 3"
-45.874262,60.97391,2011,"Ilimausaq, Zone 3"
-45.87126,60.866501,2007,"Ilimausaq, Kringlerne"
-45.989363,60.965581,2009,"Ilimausaq, Kvanefjeld"
-45.872222,60.8668,2007,"Ilimausaq, Kringlerne"
-46.000251,60.971166,2011,"Ilimausaq, Kvanefjeld"
-51.328986,66.525702,2011,Sarfartoq - ST-1
-51.432598,66.437615,2008,Sarfartoq
-45.988026,60.974473,2008,"Ilimausaq, Kvanefjeld"
-52.111551,66.571941,2012,White Mountain (Qaqortorssuaq)
-51.331046,66.523575,2011,Sarfartoq - ST-1
-45.921659,60.942896,2011,"Ilimausaq, Sørensen"
-51.11378,64.68165,2008,Qussuk - Plateau
-37.747001,65.585416,2005,Ammassalik
-51.454488,65.434897,2016,P-055
-44.850184,60.356953,2007,Nalunaq
-37.747001,65.585416,2005,Ammassalik
-50.31953,63.011098,2008,Aappaluttoq
-50.31953,63.011098,2007,Aappaluttoq
-49.755012,65.200994,2011,Isua (Isukasia)
-51.271292,66.535997,2010,Sarfartoq - ST40
-44.835671,60.356876,2017,Nalunaq
-44.848556,60.359531,2006,Nalunaq
-46.005356,60.973696,2009,"Ilimausaq, Kvanefjeld"
-44.84935,60.356961,2007,Nalunaq
-28.261944,83.087112,2008,Citronen Fjord - Beach Zone
-51.339032,66.522453,2012,Sarfartoq - ST-1 south
-52.077632,66.581122,2013,White Mountain (Qaqortorssuaq)
-44.849166,60.357594,2007,Nalunaq
-45.87247,60.866933,2007,"Ilimausaq, Kringlerne"
-51.09916,64.80739,2009,Qussuk - Swan North Zone
-51.65797,65.376361,2014,Qeqertaasaq
-51.485411,65.436493,2013,Target P-054 Imiak Hill
-28.302489,83.091359,2009,Citronen Fjord - Beach Zone
-52.165928,66.562079,2012,White Mountain (Qaqortorssuaq)
-51.332544,66.524123,2011,Sarfartoq - ST-1
-47.430883,60.964054,2006,Isortoq South (Snoopy Lake)
-44.8496,60.357747,2007,Nalunaq
-28.303019,83.102513,2010,Citronen Fjord - Beach Zone
-51.274817,71.104435,2016,Nunngarut Prospect
-51.093743,64.409137,2010,Storø - Qingaaq
-46.016712,60.977535,2009,"Ilimausaq, Kvanefjeld"
-24.272785,71.956591,2005,Malmbjerg Arcturus Adit
-51.244062,66.452232,2011,Sarfartoq - ST-19 east
-46.000644,60.978616,2008,"Ilimausaq, Kvanefjeld"
-31.68652,68.16964,2010,Skaergaard
-46.012211,60.96789,2010,"Ilimausaq, Kvanefjeld"
-51.09254,64.8108,2008,Qussuk - Swan North Zone
-44.828842,60.35614,2019,Nalunaq
-45.86234,60.863478,2007,"Ilimausaq, Kringlerne"
-63.375923,80.234923,2011,Cass Fjord - Main
-45.997354,60.973037,2011,"Ilimausaq, Kvanefjeld"
-44.833278,60.356813,2005,Nalunaq
-28.141705,83.07427,2010,Citronen Fjord - Discovery Zone
-51.33266,66.523696,2010,Sarfartoq - ST1
-51.082196,64.412446,2010,Storø - Qingaaq
-44.841273,60.356544,2006,Nalunaq
-28.314278,83.102482,2010,Citronen Fjord - Beach Zone
-50.316306,63.012949,2007,Aappaluttoq - Ridgetop
-45.837335,60.865145,2010,"Ilimausaq, Kringlerne"
-52.189019,66.557953,2012,White Mountain (Qaqortorssuaq)
-50.320143,63.011065,2007,Aappaluttoq
-45.990033,60.973706,2008,"Ilimausaq, Kvanefjeld"
-45.994093,60.979251,2008,"Ilimausaq, Kvanefjeld"
-52.033204,65.100831,2015,P-053
-50.967867,71.111413,2006,Black Angel - Glacier Zone
-50.977858,71.111809,2007,Black Angel - Glacier Zone
-51.41867,64.77067,2006,Amikoq South
-51.08533,64.81333,2008,Qussuk - Swan North Zone
-45.871483,60.866652,2007,"Ilimausaq, Kringlerne"
-22.40886,71.11522,2014,Ice Cave
-45.870211,60.970344,2011,"Ilimausaq, Zone 3"
-45.867171,60.867883,2007,"Ilimausaq, Kringlerne"
-28.304394,83.081676,2008,Citronen Fjord - Beach Zone
-45.87167,60.866884,2007,"Ilimausaq, Kringlerne"
-45.993129,60.973284,2007,"Ilimausaq, Kvanefjeld"
-45.912561,60.942949,2011,"Ilimausaq, Sørensen"
-52.072221,66.583572,2013,White Mountain (Qaqortorssuaq)
-44.847575,60.356973,2006,Nalunaq
-50.320367,63.01077,2007,Aappaluttoq
-50.966815,71.111718,2006,Black Angel - Glacier Zone
-51.561373,65.360194,2016,P-058
-53.506225,70.441931,2007,Nuussuaq Peninsular
-51.314685,66.712249,2001,Umiiviit
-44.831858,60.354752,2018,Nalunaq
-50.969555,71.11196,2006,Black Angel - Glacier Zone
-50.976474,71.111853,2006,Black Angel - Glacier Zone
-44.84847,60.357111,2007,Nalunaq
-44.849697,60.357426,2008,Nalunaq
-51.453617,65.437412,2014,Spotty Hill
-45.871887,60.86708,2007,"Ilimausaq, Kringlerne"
-45.17125,60.58038,2009,Qoorormiut Delta
-45.847003,60.867266,2010,"Ilimausaq, Kringlerne"
-45.991957,60.976516,2011,"Ilimausaq, Kvanefjeld"
-44.834154,60.355811,2005,Nalunaq
-24.266124,71.956879,2005,Malmbjerg Arcturus Adit
-68.810417,76.289239,2012,Havik East
-49.757048,65.207956,2010,Isua (Isukasia)
-45.927826,60.941085,2011,"Ilimausaq, Sørensen"
-44.834189,60.354021,2005,Nalunaq
-51.679953,66.35555,2008,Sarfartoq
-44.838287,60.357324,2004,Nalunaq
-50.320591,63.010465,2007,Aappaluttoq
-50.977859,71.111343,2007,Black Angel - Glacier Zone
-45.22766,60.52818,2009,Niaqornaarsuk Delta
-44.845002,60.359902,2008,Nalunaq
-51.278765,66.534117,2010,Sarfartoq - ST40
-49.750399,65.211815,2008,Isua (Isukasia)
-51.337296,66.523856,2012,Sarfartoq - ST-1
-44.844833,60.359736,2007,Nalunaq
-28.309653,83.083535,2011,Citronen Fjord - Beach Zone South
-51.266173,66.529359,2011,Sarfartoq - ST-40
-44.828842,60.35614,2019,Nalunaq
-45.997268,60.975361,2008,"Ilimausaq, Kvanefjeld"
-28.313728,83.094858,2010,Citronen Fjord - Beach Zone
-51.222213,71.091486,2006,Black Angel - Nunngarut Prospect
-51.111,64.68189,2008,Qussuk - Plateau
-51.47774,64.81811,2009,Amikoq - Paradise Valley
-50.319723,63.011278,2007,Aappaluttoq
-51.558385,65.357489,2017,Fossilik II P-058
-51.239565,66.452761,2011,Sarfartoq - ST-19 east
-44.845672,60.356606,2004,Nalunaq
-51.11061,64.69365,2008,Qussuk - Swan North Zone
-45.991621,60.978059,2008,"Ilimausaq, Kvanefjeld"
-51.589929,65.078583,2013,Target P-061
-44.849169,60.357569,2007,Nalunaq
-46.008208,60.968665,2010,"Ilimausaq, Kvanefjeld"
-44.853456,60.358473,2006,Nalunaq
-44.84512,60.354024,2006,Nalunaq
-51.33266,66.523696,2010,Sarfartoq - ST1
-45.84101,60.864844,2010,"Ilimausaq, Kringlerne"
-24.26789,71.959248,2007,Malmbjerg
-51.485171,65.436359,2013,Target P-054 Imiak Hill
-46.000128,60.971178,2008,"Ilimausaq, Kvanefjeld"
-47.44076,60.962254,2012,Isortoq South
-44.849968,60.357945,2007,Nalunaq
-51.67182,65.37784,2011,Qeqertaasaq
-51.553541,64.987878,2003,Seqi
-51.758869,65.626325,2018,Pingo C
-50.320367,63.01077,2007,Aappaluttoq
-45.844848,60.867271,2010,"Ilimausaq, Kringlerne"
-45.871179,60.86642,2007,"Ilimausaq, Kringlerne"
-51.33177,66.522073,2011,Sarfartoq - ST-1
-51.462054,65.436218,2017,South of Structure IP
-50.976474,71.111853,2007,Black Angel - Glacier Zone
-28.328763,83.094763,2010,Citronen Fjord - Beach Zone
-51.475006,65.444047,2014,Mikissoq
-45.05104,60.22113,2009,Lake 210 Delta
-51.331781,66.524549,2011,Sarfartoq - ST-1
-45.871441,60.866733,2007,"Ilimausaq, Kringlerne"
-51.07994,64.414511,2015,Storø - Qingaaq
-51.27022,66.529543,2011,Sarfartoq - ST-40
-51.329161,66.524765,2011,Sarfartoq - ST-1
-50.968143,71.11196,2006,Black Angel - Glacier Zone
-45.840309,60.864794,2010,"Ilimausaq, Kringlerne"
-51.518618,65.357209,2018,Fossilik Lake Target P-246
-45.829349,60.867448,2010,"Ilimausaq, Kringlerne"
-51.316741,66.525909,2011,Sarfartoq - ST-1 east
-51.084095,64.411218,2005,Storø - Qingaaq
-24.270716,71.956836,2005,Malmbjerg Arcturus Adit
-31.64404,68.17232,2004,Skaergaard
-52.017903,66.826239,2013,Ikertoq
-44.832393,60.356351,2019,Nalunaq
-51.453045,65.437392,2013,Target P-055 Spotty Hill
-51.484842,65.436055,2013,Target P-054 Imiak Hill
-51.170987,66.497545,2012,Sarfartoq - ST-24
-51.501386,66.350764,2008,Sarfartoq
-51.335484,66.521733,2011,Sarfartoq - ST-1
-50.979186,71.112078,2006,Black Angel - Glacier Zone
-45.998009,60.971073,2008,"Ilimausaq, Kvanefjeld"
-44.848231,60.357382,2007,Nalunaq
-51.227405,66.484445,2002,Sarfartoq
-44.837128,60.356506,2006,Nalunaq
-50.98201,71.11146,2007,Black Angel - Glacier Zone
-45.16544,60.57965,2009,Qoorormiut Delta
-51.335372,66.522779,2011,Sarfartoq - ST-1
-52.231491,66.55648,2012,White Mountain (Qaqortorssuaq)
-22.696,71.591,2012,"Jameson Land, Wegener Halvø"
-51.083746,64.412389,2005,Storø - Qingaaq
-51.510592,65.437594,2018,Imiak Hill G-017
-45.872111,60.867204,2007,"Ilimausaq, Kringlerne"
-45.996165,60.97779,2008,"Ilimausaq, Kvanefjeld"
-45.867978,60.867743,2007,"Ilimausaq, Kringlerne"
-51.533794,65.282028,2016,P-013
